2018-12-05 09:04:20.173 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.forum.DemoApplicationTests], using SpringBootContextLoader
2018-12-05 13:35:12.371 [main] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*]
2018-12-05 13:35:12.372 [main] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'delegatingFilterProxy' to: [/*]
2018-12-05 13:35:12.372 [main] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'shiroFilter' to: [/*]
2018-12-05 13:35:12.372 [main] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'rolesAuthorizationFilter' to: [/*]
2018-12-05 13:35:12.372 [main] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'formAuthenticationFilter' to: [/*]
2018-12-05 13:35:12.980 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2018-12-05 13:35:13.179 [main] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2018-12-05 13:35:13.832 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:13.888 [main] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Broker not available; cannot force queue declarations during start
2018-12-05 13:35:13.896 [SimpleAsyncTaskExecutor-1] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:13.930 [SimpleAsyncTaskExecutor-1] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:13.937 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:13.952 [main] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Broker not available; cannot force queue declarations during start
2018-12-05 13:35:13.954 [SimpleAsyncTaskExecutor-1] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:13.965 [SimpleAsyncTaskExecutor-1] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:14.063 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2018-12-05 13:35:14.072 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2018-12-05 13:35:14.088 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2018-12-05 13:35:14.090 [main] INFO  com.forum.DemoApplication - Started DemoApplication in 7.475 seconds (JVM running for 8.348)
2018-12-05 13:35:18.954 [SimpleAsyncTaskExecutor-1] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@18d22ecf: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:18.954 [SimpleAsyncTaskExecutor-2] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:18.963 [SimpleAsyncTaskExecutor-2] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:18.995 [SimpleAsyncTaskExecutor-1] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@7ef4aceb: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:18.996 [SimpleAsyncTaskExecutor-2] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:19.001 [SimpleAsyncTaskExecutor-2] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:23.983 [SimpleAsyncTaskExecutor-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@1b451d91: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:23.984 [SimpleAsyncTaskExecutor-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:24.005 [SimpleAsyncTaskExecutor-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:24.021 [SimpleAsyncTaskExecutor-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@409a10fe: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:24.023 [SimpleAsyncTaskExecutor-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:24.035 [SimpleAsyncTaskExecutor-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:29.033 [SimpleAsyncTaskExecutor-3] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@50be04b7: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:29.033 [SimpleAsyncTaskExecutor-4] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:29.042 [SimpleAsyncTaskExecutor-4] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:29.058 [SimpleAsyncTaskExecutor-3] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@5a174b9a: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:29.059 [SimpleAsyncTaskExecutor-4] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:29.069 [SimpleAsyncTaskExecutor-4] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:34.071 [SimpleAsyncTaskExecutor-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@54fd31c5: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:34.072 [SimpleAsyncTaskExecutor-5] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:34.080 [SimpleAsyncTaskExecutor-5] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:34.091 [SimpleAsyncTaskExecutor-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@7bc532a8: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:34.091 [SimpleAsyncTaskExecutor-5] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:34.097 [SimpleAsyncTaskExecutor-5] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:39.102 [SimpleAsyncTaskExecutor-5] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@34913c88: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:39.102 [SimpleAsyncTaskExecutor-6] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:39.112 [SimpleAsyncTaskExecutor-6] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:39.120 [SimpleAsyncTaskExecutor-5] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@7033dd5c: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:39.120 [SimpleAsyncTaskExecutor-6] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:39.125 [SimpleAsyncTaskExecutor-6] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:44.128 [SimpleAsyncTaskExecutor-6] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@6abbd90f: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:44.128 [SimpleAsyncTaskExecutor-7] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:44.136 [SimpleAsyncTaskExecutor-7] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:44.139 [SimpleAsyncTaskExecutor-6] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@75ac6e45: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:44.155 [SimpleAsyncTaskExecutor-7] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:44.160 [SimpleAsyncTaskExecutor-7] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:49.169 [SimpleAsyncTaskExecutor-7] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@6add6fdc: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:49.169 [SimpleAsyncTaskExecutor-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:49.178 [SimpleAsyncTaskExecutor-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:49.195 [SimpleAsyncTaskExecutor-7] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@3c137d7d: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:49.195 [SimpleAsyncTaskExecutor-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:49.201 [SimpleAsyncTaskExecutor-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:54.197 [SimpleAsyncTaskExecutor-8] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@5cd6423a: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:54.198 [SimpleAsyncTaskExecutor-9] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:54.206 [SimpleAsyncTaskExecutor-9] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:54.217 [SimpleAsyncTaskExecutor-8] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@51850e41: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:54.220 [SimpleAsyncTaskExecutor-9] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:54.225 [SimpleAsyncTaskExecutor-9] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:59.233 [SimpleAsyncTaskExecutor-9] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@51d5a74f: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:59.234 [SimpleAsyncTaskExecutor-10] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:59.242 [SimpleAsyncTaskExecutor-9] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@39e26d13: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:35:59.242 [SimpleAsyncTaskExecutor-10] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:59.249 [SimpleAsyncTaskExecutor-10] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:35:59.254 [SimpleAsyncTaskExecutor-10] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:04.261 [SimpleAsyncTaskExecutor-10] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@670e94cc: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:36:04.261 [SimpleAsyncTaskExecutor-11] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:04.270 [SimpleAsyncTaskExecutor-11] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:04.270 [SimpleAsyncTaskExecutor-10] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@4e64c6bd: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:36:04.277 [SimpleAsyncTaskExecutor-11] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:04.284 [SimpleAsyncTaskExecutor-11] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:09.293 [SimpleAsyncTaskExecutor-11] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@794ae1bf: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:36:09.293 [SimpleAsyncTaskExecutor-12] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:09.301 [SimpleAsyncTaskExecutor-12] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:09.304 [SimpleAsyncTaskExecutor-11] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@4aded7d3: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:36:09.306 [SimpleAsyncTaskExecutor-12] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:09.315 [SimpleAsyncTaskExecutor-12] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:14.319 [SimpleAsyncTaskExecutor-12] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@65276aa3: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:36:14.319 [SimpleAsyncTaskExecutor-13] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:14.327 [SimpleAsyncTaskExecutor-13] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:14.332 [SimpleAsyncTaskExecutor-12] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@22ea2abd: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:36:14.348 [SimpleAsyncTaskExecutor-13] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:14.354 [SimpleAsyncTaskExecutor-13] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:19.360 [SimpleAsyncTaskExecutor-13] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@2139b462: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:36:19.361 [SimpleAsyncTaskExecutor-14] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:19.369 [SimpleAsyncTaskExecutor-14] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:19.373 [SimpleAsyncTaskExecutor-13] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@5a7ae8f9: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:36:19.379 [SimpleAsyncTaskExecutor-14] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:19.389 [SimpleAsyncTaskExecutor-14] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:24.393 [SimpleAsyncTaskExecutor-14] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@5af2728: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:36:24.393 [SimpleAsyncTaskExecutor-15] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:24.403 [SimpleAsyncTaskExecutor-15] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:24.409 [SimpleAsyncTaskExecutor-14] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@26e1113c: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2018-12-05 13:36:24.411 [SimpleAsyncTaskExecutor-15] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
2018-12-05 13:36:24.431 [SimpleAsyncTaskExecutor-15] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1:5672]
